protein_id	gene_names	OR-01	OR-04	OR-07	OR-09	OR-10	OR-13	OR-20	OR-23	OR-25	PD-02	PD-03	PD-04	PD-06	PD-07	PD-08	PD-09	PD-10	PD-11
P49721	PSMB2	25833000	21352000	11779000	33646000	16542000	13354000	19938000	12803000	18861000	13667000	13768000	18446000	13733000	10933000	15922000	18486000	15641000	18249000
P49736	MCM2	8365300	11420000	10814000	19354000	4775400	6549400	7149000	4448400	5266300	6478100	44804000	17865000	22473000	6842700	19471000	3133500	5957200	4105500
P49748	ACADVL	123880000	569290000	83930000	33460000	93165000	64262000	59705000	91335000	36480000	63354000	85164000	67627000	32655000	78717000	92909000	77258000	46268000	50645000
P49750	YLPM1	8412800	3242100	3905700	4309200	7952400	4404900	16448000	2956800	4172000	7027100	6064800	NA	4252100	NA	NA	5063200	1786500	3557500
P49755	TMED10	175540000	104140000	105440000	188180000	169510000	86273000	114170000	105080000	171280000	102080000	89023000	109850000	100020000	135310000	95772000	111530000	172770000	81596000
P49756	RBM25	15944000	17673000	16618000	16255000	29943000	21362000	23468000	18104000	14602000	20138000	21393000	17575000	22214000	16580000	19486000	18097000	12937000	12744000
P49770	EIF2B2	2477500	1884200	1117800	1726300	NA	NA	2471800	NA	NA	NA	2050400	NA	NA	NA	NA	NA	NA	2467500
P49792;P0DJD1;P0DJD0	RANBP2	10455000	7454900	7822700	7428000	10998000	6348500	8996800	10707000	NA	7411400	11640000	8746600	10044000	8586000	22304000	8322200	7189200	6860900
P49821	NDUFV1	5073100	5022700	12193000	10079000	13864000	4291500	9221600	22686000	5737300	5587200	12035000	6433100	14207000	7147000	NA	6231100	11396000	3276500
P49903	SEPHS1	3393400	3479800	2463200	2865800	2274300	2792600	2542000	3463200	2193100	4117400	3661100	3182600	2128500	7171700	28876000	NA	2734800	165100000
P49915	GMPS	7355300	8622100	11050000	4754400	7347700	6778400	5648100	5315500	4710900	6194800	10812000	8636100	5871200	10759000	7030000	NA	7095100	7261800
P49916	LIG3	3022900	10310000	7395100	8014000	5174900	8273500	10503000	13746000	7048000	9926800	14380000	6704200	3191100	3068300	14442000	7394700	2912600	3791300
P49959	MRE11A	3989500	4967800	5933600	6475800	20166000	11592000	10944000	20575000	5944900	7945700	10461000	7693500	8768200	6227200	5723700	NA	7047300	3653600
P50135	HNMT	3510400	16997000	7335400	2851100	NA	3784100	9367700	3109500	NA	5180700	14650000	NA	2931300	8423500	5334200	5584900	6274800	17980000
P50148	GNAQ	NA	4732300	2882100	3395300	NA	NA	2898400	12106000	NA	NA	3504500	NA	3774900	NA	NA	NA	NA	NA
P50213	IDH3A	12110000	9240100	13417000	21401000	10308000	7200400	27395000	9519700	11947000	7585500	12591000	9381200	15012000	15150000	5620500	10268000	14467000	11498000
P50225;P50226	SULT1A1;SULT1A2	NA	5394800	NA	14021000	NA	NA	NA	2298200	NA	NA	NA	4000100	2501300	5176100	3868100	NA	2561400	NA
P50238	CRIP1	NA	NA	NA	NA	NA	NA	NA	NA	5955700	NA	NA	NA	NA	3515300	NA	NA	NA	8496900
P50336	PPOX	2653400	10389000	2324600	4490000	2539900	1823100	4831400	3534200	5618300	2582100	3268300	1586400	3022900	2282400	NA	9633500	1839800	4018900
P50395	GDI2	342820000	314300000	130880000	192110000	168730000	152400000	193130000	296460000	231700000	198400000	233210000	231960000	243520000	156730000	213970000	217310000	234670000	1199500000
P50402	EMD	57078000	32813000	31303000	48981000	62676000	30681000	51191000	33125000	38619000	44204000	56790000	47963000	23380000	39216000	42200000	33320000	44216000	37815000
P50416	CPT1A	42254000	8585800	7132400	6630500	8771400	3868600	123810000	6895400	58205000	4413200	2264900	9722000	32439000	12432000	8481200	6764000	11426000	95356000
P50454	SERPINH1	678480000	69554000	235890000	161310000	156270000	99186000	40421000	12556000	45992000	94313000	202370000	190130000	86997000	121870000	282600000	279050000	143550000	91129000
P50502;Q8NFI4;Q8IZP2	ST13;ST13P5;ST13P4	17441000	19417000	29709000	18597000	14493000	10803000	20873000	23468000	16318000	28665000	35196000	31146000	58203000	214010000	9818200	51648000	48883000	27549000
P50552	VASP	7658700	9727300	7451100	11791000	13759000	10727000	14015000	8369700	21966000	19151000	11999000	16877000	15828000	14967000	26654000	12718000	8424800	29206000
P50570;Q9UQ16;Q05193	DNM2	15950000	18681000	11977000	27623000	9398300	18577000	21760000	20555000	12514000	17671000	25727000	14394000	17352000	7286600	NA	12959000	8426700	18509000
P50750;Q00536;Q07002;O94921;Q96Q40;Q00534	CDK9	NA	903870	1427500	1187400	NA	NA	1398600	1516000	NA	NA	1370800	1577000	1165500	1054800	3456600	NA	888210	1265800
P50851;Q8NFP9	LRBA	56445000	106180000	93597000	91489000	26393000	52443000	66917000	93872000	89146000	65316000	98851000	48398000	97411000	45575000	58294000	51473000	47878000	63779000
P50895	BCAM	12935000	56925000	50934000	21571000	25197000	21474000	130680000	136090000	25831000	35171000	58466000	33481000	16579000	18256000	12267000	17030000	41393000	32739000
P50897	PPT1	NA	8680300	1790500	1226600	13704000	2332800	NA	3932600	NA	8789500	1585900	1500100	4856800	6892200	NA	2770200	NA	NA
P50914	RPL14	99168000	73784000	48172000	70062000	73945000	66056000	67181000	121500000	58433000	80300000	72626000	63734000	76646000	43958000	33538000	57111000	66422000	41305000
P50990	CCT8	88857000	85183000	65494000	54042000	66325000	32617000	68614000	83643000	78179000	83211000	102670000	120920000	120230000	121480000	66119000	99904000	79845000	101350000
P50991	CCT4	101180000	90872000	86713000	64366000	86596000	44936000	85045000	108040000	104100000	81346000	108690000	103220000	127460000	89967000	76922000	62417000	72337000	91313000
P50995	ANXA11	31639000	40338000	24780000	62914000	19984000	35341000	22055000	46977000	28989000	22408000	25253000	23538000	37797000	30224000	35627000	36498000	32445000	41736000
P51114	FXR1	25545000	14368000	25406000	26821000	19823000	14998000	38409000	12968000	11018000	12079000	20640000	12029000	14826000	17123000	24300000	11573000	22185000	23563000
P51148	RAB5C	62356000	79369000	80205000	119320000	80115000	106300000	86229000	65650000	77034000	67989000	79180000	66012000	39267000	124340000	52564000	79854000	62618000	42578000
P51149	RAB7A	114540000	110720000	116930000	134920000	124280000	106880000	157590000	96309000	127750000	90790000	100310000	75334000	119230000	145440000	74003000	86102000	112580000	109760000
P51153	RAB13	7545200	7996800	8393100	9999600	8262400	5581500	9428000	7267600	11148000	4420500	8980500	5639900	8722100	16711000	NA	7552200	6693000	4672800
P51159	RAB27A	NA	NA	2862200	2511400	NA	NA	2137800	5299300	3783700	NA	1968600	NA	1808600	3662700	NA	NA	NA	2397500
P51398	DAP3	1982800	3101400	2599100	NA	2678700	NA	NA	3273300	NA	NA	2016900	NA	NA	3112700	NA	NA	2928800	NA
P51452	DUSP3	3781700	1970300	3471100	NA	NA	NA	2438900	11830000	NA	3097100	4119100	4396200	NA	10379000	NA	4816300	2903700	NA
P51513	NOVA1	NA	NA	NA	NA	NA	NA	9820700	NA	NA	NA	NA	NA	NA	NA	NA	2478500	NA	NA
P51531	SMARCA2	NA	3623300	4468800	8578300	5287300	3402500	NA	4357800	NA	3315000	5978200	2236000	3032700	NA	NA	NA	2991400	NA
P51553	IDH3G	NA	NA	3214100	5127700	NA	NA	4851600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P51570	GALK1	21878000	14932000	14935000	16734000	6554200	7778800	60158000	10750000	9674100	7903900	10020000	15913000	7921600	13425000	23526000	NA	75150000	31971000
P51571	SSR4	53950000	45609000	47157000	61194000	68299000	63225000	26313000	79572000	44072000	62463000	37914000	53487000	40644000	36605000	37148000	56837000	66434000	35132000
P51572	BCAP31	143870000	76237000	150420000	96353000	157860000	106430000	103970000	107140000	97223000	94386000	113830000	106440000	90788000	140280000	53768000	99929000	207310000	63145000
P51608	MECP2	NA	NA	NA	1865500	NA	NA	1850500	3119500	NA	3754000	2970900	NA	NA	2174500	4186000	3568000	NA	NA
P51610	HCFC1	12965000	14649000	14434000	19637000	18636000	8899100	25628000	17688000	13909000	26724000	27081000	15171000	13696000	10970000	22286000	14760000	9349700	10686000
P51648	ALDH3A2	5682300	12574000	3803600	8632800	12247000	18381000	4649800	39931000	8788500	13978000	17005000	18109000	4959800	2989500	3343000	5948500	17335000	5969200
P51649	ALDH5A1	1726900	3282600	3744700	5687700	NA	NA	5329600	6811900	NA	2931000	4152400	8836800	2269000	1723600	NA	NA	18747000	NA
P51659	HSD17B4	69522000	137200000	164630000	705840000	85324000	246950000	149450000	87791000	179570000	262160000	170460000	175410000	205380000	102300000	104720000	87374000	123220000	139970000
P51665	PSMD7	37080000	28195000	21619000	45484000	28412000	26844000	42008000	33116000	39330000	25232000	30054000	39493000	28460000	24868000	42764000	31208000	20965000	19167000
P51858	HDGF	6042900	3342300	NA	4880400	NA	NA	2117000	4233400	NA	26953000	8975200	11285000	17992000	84135000	49357000	14636000	8669800	103790000
P51884;CON__Q05443	LUM	212240000	36641000	221640000	186650000	134490000	124980000	89175000	NA	121860000	147290000	120380000	130010000	75170000	165480000	96962000	384930000	333540000	217740000
P51888	PRELP	13528000	5162200	7621200	13921000	9160000	16304000	5091300	NA	20200000	37092000	11134000	22266000	5196200	2025100	17072000	21582000	18865000	2770500
P51911	CNN1	NA	NA	NA	NA	NA	NA	4341100	NA	NA	35104000	NA	NA	NA	3455300	6841100	4652700	4667400	4219100
P51970	NDUFA8	18933000	6859700	23289000	25791000	44390000	10855000	21690000	39256000	17844000	12233000	22647000	20055000	24358000	13966000	22188000	14951000	36006000	8264200
P51991	HNRNPA3	184610000	253770000	211940000	243420000	247250000	269470000	290000000	268650000	282100000	260310000	279550000	253230000	230680000	299140000	257120000	241220000	199150000	195970000
P52209	PGD	36258000	20109000	14801000	43559000	16988000	57292000	21729000	29522000	21582000	35235000	41155000	77626000	44656000	27013000	43175000	69775000	30310000	59625000
P52272	HNRNPM	433670000	253140000	347860000	393160000	452950000	449550000	288990000	249410000	313710000	522920000	403150000	366010000	310550000	355060000	354220000	221500000	228110000	213610000
P52292;A8MYJ9	KPNA2	11422000	4015100	4178300	2041000	2005700	2681500	17033000	NA	NA	NA	4377400	7869000	7855600	2246400	NA	8923800	25595000	5586800
P52294	KPNA1	5439600	NA	NA	1999200	NA	2817000	2225600	2336000	1722300	3582100	1913400	4446800	3695000	NA	NA	NA	3071400	2534400
P52306	RAP1GDS1	18350000	6327900	5524100	4901700	8208300	NA	5652000	16844000	8969300	10414000	21294000	4975800	12073000	NA	2954200	1567900	3711000	72216000
P52434	POLR2H	4601700	3397000	4018600	4690000	3980100	3788400	3316000	4042400	4619400	4577200	10335000	4836800	6701400	9436400	38841000	8720500	7683800	24537000
P52565	ARHGDIA	5275000	NA	1954100	2971500	NA	NA	4209300	NA	NA	3702800	6289700	6882000	3373500	34110000	14857000	9270300	7619600	112440000
P52566	ARHGDIB	NA	NA	1355600	NA	NA	NA	NA	NA	NA	4102800	8561000	1704200	NA	34296000	2161800	6370900	2762500	12285000
P52569	SLC7A2	NA	NA	NA	15711000	NA	NA	NA	NA	NA	NA	1127400	NA	782240	NA	NA	NA	NA	NA
P52594	AGFG1	NA	NA	3672700	NA	NA	NA	3010300	4608400	NA	3655600	NA	4463800	NA	NA	4270200	3775900	NA	NA
P52597	HNRNPF	57945000	85708000	100790000	109970000	98470000	126950000	66083000	60654000	103010000	186920000	153840000	202890000	138230000	134550000	163990000	98466000	108510000	81009000
P52701	MSH6	NA	2928000	NA	NA	NA	3465700	2670600	NA	NA	NA	3920400	3338300	2424700	2606500	NA	NA	NA	NA
P52758	HRSP12	2847800	NA	12183000	2223200	6573800	NA	NA	17899000	5691600	3466400	8242000	9702700	23123000	5779700	NA	9449900	5774800	4911100
P52788	SMS	7519500	6143500	8640700	NA	4687500	5747800	4022600	14284000	10065000	36254000	17848000	15880000	25532000	9881500	NA	10638000	5635500	9815100
P52789;P52790	HK2	NA	NA	4747100	12722000	NA	NA	NA	2539700	NA	1399400	3322700	5404100	4466000	NA	NA	2483800	2062200	2386400
P52815	MRPL12	15820000	12511000	15576000	9171800	8541500	9273200	16035000	14389000	10379000	NA	9760000	8980800	5035100	11841000	27363000	8707400	12364000	15091000
P52888	THOP1	6111900	9276600	4224400	4577400	NA	6080300	4134100	13401000	NA	9744300	4106400	4932900	3227600	2926600	3287600	7029500	4283900	NA
P52907	CAPZA1	82709000	67581000	43973000	83037000	49447000	63603000	73085000	74306000	46767000	82557000	80228000	104180000	54274000	80114000	118070000	57683000	46179000	101360000
P52943	CRIP2	13946000	10146000	17666000	NA	15123000	5621800	22330000	NA	10095000	15286000	33101000	NA	24782000	31861000	9062600	18242000	6220300	33849000
P52948	NUP98	4857400	NA	NA	NA	10552000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4328100	NA
P53004	BLVRA	13868000	13048000	9199200	13989000	8413800	24356000	1949400	11384000	21667000	12390000	21867000	56731000	45678000	17650000	59935000	17786000	26724000	40320000
P53007	SLC25A1	20423000	27229000	30949000	20356000	21141000	9694400	34750000	20715000	15917000	21140000	9931800	26592000	34594000	16478000	19439000	10479000	18181000	16282000
P53365	ARFIP2	6920800	8287400	8072500	6676100	7254200	5515700	8344500	21443000	8253400	9595400	5318700	7168100	5712800	NA	9683700	3245100	3506700	6555600
P53367	ARFIP1	14901000	18556000	14808000	19546000	9096700	7628000	5713800	20453000	21963000	18147000	18596000	17836000	18333000	12910000	12561000	15771000	11457000	10726000
P53396	ACLY	113680000	167620000	86733000	53701000	58996000	105460000	319800000	289480000	100670000	99466000	87146000	63816000	71066000	108420000	99438000	57157000	53050000	74423000
P53597	SUCLG1	14331000	29517000	10087000	7039800	27700000	12289000	13014000	14236000	18438000	11160000	13370000	11520000	13178000	27992000	14242000	12429000	13489000	23758000
P53618	COPB1	98597000	138970000	98421000	139070000	148660000	143680000	92226000	157040000	160570000	95883000	100360000	112570000	126820000	165970000	64160000	99728000	108790000	74665000
P53621	COPA	114250000	202430000	140490000	182550000	186490000	171780000	125260000	216310000	216900000	145140000	131770000	154230000	184680000	213160000	97584000	157720000	146310000	100690000
P53680	AP2S1	7610500	6548300	5506700	9424700	6828300	8624100	8906100	11401000	6780600	7204900	8568100	7139400	8305700	5556800	5047000	6376700	8608200	NA
P53990	IST1	13220000	5623800	3511800	11999000	5358200	6110700	16676000	15002000	4385500	5981300	6641100	8381800	4792100	6559800	6601400	6772200	7142000	10288000
P53992	SEC24C	24279000	42636000	17481000	39562000	53667000	37232000	20183000	38046000	37942000	26267000	23566000	30473000	30813000	23420000	38847000	20671000	21753000	30707000
P53999	SUB1	38287000	7803700	44260000	50327000	39742000	94127000	44645000	29634000	34607000	31869000	34013000	30813000	51886000	21339000	42901000	45087000	86612000	26504000
P54105	CLNS1A	24751000	25309000	6299500	3049400	NA	NA	NA	NA	NA	4441900	NA	NA	NA	NA	19143000	NA	NA	5524800
P54136	RARS	37539000	30645000	41732000	49142000	35479000	27090000	56882000	60665000	48318000	44173000	43878000	45175000	42806000	29357000	15495000	35434000	34179000	37745000
P54577	YARS	12211000	7186300	3530000	5683900	5588800	NA	7686400	20856000	NA	23192000	7312900	16517000	7404200	5004900	15722000	6267700	2516800	10230000
P54578	USP14	41245000	40032000	36997000	37707000	21495000	56818000	35743000	26644000	42455000	62613000	80163000	34778000	47803000	23774000	44895000	23503000	23084000	52001000
P54619	PRKAG1	2147900	9313500	2725300	4877200	3935300	4907900	5315600	5046900	NA	4098100	4451200	3303700	5697600	5467300	4213400	5354800	NA	3602500
P54652	HSPA2	1986700	12680000	8376500	30172000	NA	35073000	NA	50350000	33314000	112090000	30211000	NA	108650000	10687000	30714000	NA	4300700	103500000
P54709	ATP1B3	10237000	NA	NA	NA	5657900	NA	5314900	3375000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P54725	RAD23A	NA	NA	NA	3025200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4280000	3926000	8506000
P54727	RAD23B	13221000	17951000	9761500	29308000	9824400	8918100	16227000	15113000	14348000	49598000	88744000	64567000	61110000	83278000	79612000	40298000	16265000	46201000
P54760;P54753	EPHB4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3919200	NA	NA	NA	NA	NA	4304100	NA
P54819	AK2	29503000	30103000	21001000	47835000	61225000	29584000	34401000	42164000	17132000	58831000	49443000	125450000	22640000	110720000	69867000	39721000	42399000	74358000
P54868;Q01581	HMGCS2	NA	34587000	NA	NA	NA	91724000	NA	NA	NA	NA	NA	NA	NA	68040000	151440000	NA	NA	NA
P54886	ALDH18A1	46455000	92123000	36168000	20339000	49038000	56128000	29382000	37631000	50696000	30723000	40599000	80254000	66094000	104850000	99618000	46989000	33584000	63044000
P54920	NAPA	72906000	95726000	68206000	109690000	78668000	84257000	74067000	99873000	48266000	52478000	85102000	39521000	34052000	79967000	28186000	63513000	50473000	57247000
P55010	EIF5	10466000	8184500	8795900	8594000	6417400	NA	8645300	9926400	8596000	6401300	12145000	4285100	19218000	6582000	NA	7255500	NA	7643100
P55011;Q13621	SLC12A2	NA	131650000	79479000	6425300	971680	18167000	3954300	2758200	32241000	52127000	12525000	NA	51247000	27448000	NA	NA	646470	19557000
P55036	PSMD4	25218000	26392000	25844000	44712000	18714000	20629000	38519000	24098000	24249000	26302000	41041000	37716000	44011000	35700000	19502000	34583000	23954000	25566000
P55039	DRG2	1170400	1106400	NA	999680	1311400	NA	NA	1595300	NA	NA	2107800	1527400	NA	1549800	NA	NA	NA	NA
P55060	CSE1L	489450000	308560000	306220000	442490000	326870000	246280000	394890000	161180000	283120000	228200000	289130000	265730000	222860000	155120000	544850000	212640000	230670000	251700000
P55061	TMBIM6	1549600	NA	3247900	NA	4025600	3120200	NA	2520800	1421600	NA	4183800	1612000	1823800	3321700	NA	NA	3625700	1477700
P55072	VCP	300220000	391040000	296780000	467280000	169070000	397320000	273460000	224660000	269110000	281110000	367800000	309730000	378090000	328310000	361110000	258900000	295690000	424720000
P55084	HADHB	196550000	230950000	105890000	151190000	287990000	151500000	150460000	185350000	161690000	93034000	72269000	132240000	143020000	158650000	200660000	123530000	187750000	185690000
P55196	MLLT4	NA	3506800	3635500	2385800	NA	NA	5235700	NA	NA	3015300	2571100	NA	2958500	3185200	NA	NA	NA	NA
P55209	NAP1L1	88861000	70979000	174110000	49478000	38128000	18011000	50381000	17937000	36395000	49226000	122700000	40802000	57266000	76629000	81533000	51160000	67387000	67810000
P55259	GP2	NA	1944900	NA	NA	NA	5957600	NA	NA	3379900	NA	NA	NA	NA	NA	NA	NA	NA	NA
P55263	ADK	NA	1216300	NA	NA	3029200	NA	NA	4209900	NA	NA	2868200	3168500	3457100	3624900	NA	4291700	3446400	4265200
P55265	ADAR	40129000	48539000	54597000	68685000	36973000	47797000	73395000	30674000	69493000	44710000	46325000	50086000	47788000	58958000	48191000	68745000	40157000	32825000
P55327	TPD52	10865000	7030100	44757000	7606700	6127900	NA	20942000	12397000	NA	25807000	32553000	30862000	200690000	59403000	41714000	33629000	59461000	62059000
P55735	SEC13	42922000	20278000	39061000	40075000	40311000	37803000	14680000	43282000	46407000	20093000	38615000	39217000	23188000	52791000	9500400	39905000	35517000	26728000
P55769	NHP2L1	NA	8848900	5072300	NA	8262200	NA	NA	24908000	NA	12033000	6711600	NA	5783800	NA	NA	NA	5176200	5374100
P55786;A6NEC2	NPEPPS	166850000	167100000	94990000	62440000	72104000	125640000	232630000	126910000	151770000	58831000	115320000	197950000	63586000	81965000	124780000	62758000	52376000	200850000
P55795	HNRNPH2	29570000	33957000	53215000	44585000	72385000	47914000	34462000	43873000	50336000	67418000	76322000	26187000	39314000	74841000	56873000	36604000	36053000	31473000
P55809	OXCT1	7026800	6774300	NA	5732100	23446000	NA	17280000	28039000	NA	20713000	NA	NA	35519000	5091600	NA	NA	8936100	15086000
P55884	EIF3B	43836000	37573000	32317000	35842000	34503000	31229000	25551000	49676000	36187000	38609000	31093000	31070000	39740000	29665000	48397000	25255000	34028000	35281000
P55957	BID	1913900	NA	NA	1329500	1062800	NA	2083800	3931800	NA	NA	1383000	NA	1358000	NA	3874000	3170200	NA	NA
P56134	ATP5J2	36151000	41526000	29362000	24175000	43394000	18711000	34038000	25737000	15096000	9454700	18557000	NA	15618000	16601000	NA	11526000	28576000	23563000
P56159	GFRA1	3276200	NA	4064500	1041000	NA	12065000	NA	NA	6618300	6501400	18540000	1570300	7351900	NA	NA	NA	2513300	2061100
P56182	RRP1	NA	NA	NA	824650	NA	NA	NA	1895700	NA	2177300	1586400	1920100	1488000	NA	7457800	NA	1571400	NA
P56192	MARS	23044000	19927000	13480000	14174000	20140000	17704000	32372000	35927000	22903000	34938000	26355000	20207000	14641000	13137000	21721000	16022000	24881000	14471000
P56385	ATP5I	21786000	21677000	16691000	13815000	27579000	8443200	21272000	16713000	10219000	10375000	14052000	8210900	14379000	12897000	18053000	13474000	26140000	14682000
P56537	EIF6	14433000	11534000	12103000	23206000	19466000	6456600	11761000	14607000	NA	18326000	16412000	18661000	16639000	12398000	NA	14290000	18980000	21317000
P56545	CTBP2	7249200	6943700	13588000	9761400	9395800	10931000	NA	10638000	6488500	22319000	17704000	16766000	10327000	19713000	7065600	12048000	8115400	13098000
P56556	NDUFA6	7075400	4627200	22180000	24138000	19769000	12525000	16802000	21208000	12171000	8649400	15664000	15982000	18038000	22141000	NA	12475000	10409000	4238900
P57105	SYNJ2BP	12700000	10584000	6601400	26044000	29520000	23136000	49419000	7489200	15293000	9578800	8845000	NA	11167000	8089900	5978500	7422700	11125000	7997100
P57735	RAB25	4306600	15937000	3278300	23218000	5840500	17509000	24048000	17969000	25526000	14129000	10463000	12312000	8603300	20861000	NA	7300600	5482700	8940800
P57737	CORO7	2430400	1000000	NA	NA	NA	NA	11642000	NA	NA	NA	NA	NA	NA	NA	NA	NA	3078200	NA
P57740	NUP107	NA	1454000	NA	3678100	8069500	4808700	2810500	NA	NA	2294500	5740400	NA	1378400	1473600	NA	NA	NA	NA
P57764	GSDMD	7216100	4122200	7168100	3228600	2858700	NA	4989100	2749200	3321600	3609600	3552600	3676200	15202000	2623200	7322700	2216700	3593200	9323400
P58107	EPPK1	28865000	92244000	139670000	59429000	229660000	128480000	23613000	25140000	49911000	93828000	33942000	87416000	657750000	1128700000	386630000	281470000	97823000	559780000
P58546	MTPN	6702200	5637600	5170700	5812300	NA	NA	10959000	7785000	4220700	13859000	28549000	NA	28522000	5888900	NA	18731000	7613700	14507000
P59665;P59666	DEFA1;DEFA3	NA	NA	78581000	7619100	36870000	18690000	7189500	NA	30850000	NA	NA	NA	NA	NA	124290000	13342000	NA	4084400
P59998	ARPC4	47390000	60903000	43689000	40368000	33607000	46134000	42525000	50676000	44399000	33688000	40188000	58621000	50078000	60648000	19935000	76100000	41272000	51283000
P60033	CD81	8754700	7646800	7941000	14292000	27558000	14281000	20082000	NA	NA	5425100	NA	NA	NA	3910400	5143400	NA	40864000	8354300
P60174	TPI1	44548000	25702000	52937000	21106000	34540000	24001000	38437000	34202000	35516000	28218000	34515000	16985000	16412000	14728000	36960000	30337000	29733000	28949000
P60228	EIF3E	39749000	50582000	39502000	47985000	43132000	45011000	34041000	65423000	40191000	38610000	33398000	33797000	46455000	28084000	60699000	19795000	38107000	33061000
P60370;P60368	KRTAP10-5	NA	NA	2750400	NA	NA	NA	NA	NA	237230000	NA	NA	NA	NA	NA	NA	NA	NA	NA
P60468	SEC61B	16344000	11355000	11475000	16655000	30911000	19734000	13517000	26900000	12884000	28290000	13921000	20447000	12941000	16906000	22022000	NA	18543000	13527000
P60660;P14649	MYL6	144710000	113520000	218560000	257150000	131240000	138900000	109250000	217260000	151020000	230210000	189680000	246680000	291210000	265630000	209440000	376500000	228530000	233610000
P60842	EIF4A1	250670000	141820000	182450000	181110000	175420000	211280000	117870000	240990000	132460000	299190000	232350000	264920000	258960000	199650000	103390000	165680000	228670000	238060000
P60866	RPS20	30062000	42061000	41297000	31915000	40125000	38410000	39858000	46095000	30360000	53709000	30927000	36996000	37892000	31716000	19563000	32361000	42654000	23820000
P60900	PSMA6	22118000	28604000	18696000	29811000	17461000	17325000	24675000	19080000	19709000	23702000	24805000	29452000	17380000	20018000	NA	28996000	25739000	23751000
P60903	S100A10	23648000	5401200	4752500	21345000	38994000	11662000	NA	NA	NA	17035000	1216900	53343000	30395000	32443000	NA	34891000	34664000	47714000
P60953	CDC42	21623000	14271000	14788000	22119000	24900000	22917000	24993000	18124000	21000000	12373000	18281000	17178000	25710000	7090900	NA	27215000	17905000	14295000
P60981	DSTN	13182000	17022000	30231000	20791000	24952000	19493000	11454000	20117000	17527000	27128000	28306000	11663000	33391000	50764000	34669000	43743000	26028000	27308000
P60983;O60234	GMFB	15123000	10742000	10306000	6380000	NA	11065000	15313000	10937000	NA	11979000	26053000	11314000	8269300	11504000	NA	7651500	9179900	22867000
P61006;Q96E17;P59190	RAB8A	5019500	5060400	5556600	9902200	9185500	8952100	9233900	7423500	7629800	5068300	8727800	7551800	6422700	NA	NA	4756800	NA	11640000
P61009	SPCS3	7220900	10663000	NA	NA	NA	NA	3557700	9322700	NA	NA	NA	NA	NA	NA	6214300	7767200	7962000	NA
P61011	SRP54	19991000	4828500	7824500	34507000	11054000	5507700	8501000	11130000	10521000	7871100	7303900	16605000	5652000	6919900	19174000	NA	10385000	4753500
P61018	RAB4B	NA	3146800	3131600	3153600	NA	3575400	6375900	3964500	NA	NA	2375700	NA	NA	2294400	NA	NA	NA	NA
P61019	RAB2A	128780000	82652000	275860000	117400000	98712000	93409000	135920000	121270000	116030000	55462000	118940000	78338000	141100000	121720000	38656000	122590000	96723000	56101000
P61020	RAB5B	19156000	17163000	21496000	17150000	26076000	17724000	27055000	21028000	13440000	14628000	23746000	12398000	8984300	11378000	16360000	18904000	20827000	19208000
P61026	RAB10	66362000	70430000	61844000	82877000	80161000	74106000	80492000	239420000	84342000	47412000	57695000	65214000	67686000	61878000	76749000	72732000	52356000	49367000
P61077;P62837;P51668;Q9Y2X8	UBE2D3;UBE2D2	5488200	10763000	NA	9086400	NA	NA	3258100	NA	NA	NA	5000600	NA	NA	6048000	NA	13994000	NA	NA
P61081	UBE2M	NA	NA	4255300	NA	NA	NA	11526000	4251400	5840700	4336200	5014300	3736700	3385800	4152300	3189900	3010500	NA	NA
P61086	UBE2K	8406700	4389700	3638100	7750300	6899000	6412600	9437800	8359600	7113500	17668000	23066000	11713000	18294000	12592000	14735000	14438000	8103400	16501000
P61088;Q5JXB2	UBE2N	112080000	46901000	117990000	39213000	65137000	120260000	76994000	63462000	57681000	68409000	88590000	53923000	39596000	55802000	52216000	58650000	68348000	74582000
P61106	RAB14	70982000	102030000	121500000	138410000	98011000	126220000	152530000	101810000	107520000	51347000	74555000	82900000	85595000	127750000	38428000	55544000	66705000	77112000
P61158;Q9P1U1;Q9C0K3	ACTR3	81710000	85356000	63989000	56091000	53089000	86321000	53349000	73529000	85649000	48932000	58053000	88539000	69596000	66568000	68579000	68030000	51127000	75466000
P61160	ACTR2	55866000	58656000	44059000	52211000	44186000	70105000	38335000	48281000	79327000	42843000	42072000	64075000	49148000	55505000	41610000	44879000	46211000	65546000
P61163	ACTR1A	36922000	30677000	17176000	71905000	13319000	49226000	23857000	25574000	26180000	14537000	22373000	22354000	28471000	20403000	20161000	25873000	38947000	36947000
P61201	COPS2	NA	5267800	NA	NA	NA	NA	NA	4024200	NA	NA	NA	NA	NA	NA	NA	3665400	NA	NA
P61204;P84077	ARF3;ARF1	145840000	163830000	112230000	169680000	153280000	117200000	154840000	161140000	188290000	149020000	201780000	126340000	159640000	96723000	81252000	181680000	151010000	144990000
P61221	ABCE1	11293000	12810000	8455300	10147000	8548000	4142700	11223000	16658000	13232000	9622100	15659000	7671700	15148000	6415600	11967000	9916300	8380200	10853000
