protein_id	gene_names	OR-01	OR-04	OR-07	OR-09	OR-10	OR-13	OR-20	OR-23	OR-25	PD-02	PD-03	PD-04	PD-06	PD-07	PD-08	PD-09	PD-10	PD-11
Q9GZT3	SLIRP	4263100	2957900	NA	2870500	NA	NA	NA	3307400	NA	NA	5431300	21667000	9722500	9200600	19447000	8940100	25578000	28172000
Q9GZZ1	NAA50	1319500	NA	NA	NA	NA	NA	NA	NA	NA	2373600	2229400	1631200	1913000	1724900	NA	NA	2290000	2813600
Q9GZZ9	UBA5	3496000	NA	NA	3678600	NA	NA	NA	3440600	4367200	5950600	4970200	4922500	5236300	3862900	NA	NA	6941500	NA
Q9H061	TMEM126A	22295000	NA	NA	1675700	3058100	918390	1785400	1624500	NA	NA	NA	NA	1711900	498090	NA	NA	1321400	31667000
Q9H078	CLPB	4289000	2823200	2949700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1621000	NA	NA	NA	NA
Q9H0A0	NAT10	19133000	5529500	6036000	3869900	23246000	6201800	12423000	14645000	NA	11469000	21976000	8543100	7001800	3149300	48352000	7079300	3905200	6603900
Q9H0B6	KLC2	8633500	5329100	3085100	4575400	NA	7132000	9209900	4827900	NA	3261100	4378200	NA	4405400	NA	10024000	NA	4872200	4247400
Q9H0D6	XRN2	19484000	22533000	39446000	24961000	30047000	18755000	25239000	23122000	13635000	27013000	32458000	16303000	30479000	27655000	NA	38903000	12938000	12967000
Q9H0E2	TOLLIP	6485300	9447900	3433500	11590000	4846200	4669300	7699200	12456000	10485000	3033200	4606100	5116900	NA	3283100	NA	8744700	3758500	7363000
Q9H0P0	NT5C3	NA	2218000	NA	1665500	2075000	NA	1706300	6977700	2839200	NA	NA	3454000	2205300	NA	NA	NA	NA	2381300
Q9H0U3	MAGT1	6913000	6687400	6795700	9860200	16409000	22526000	10926000	17144000	9933300	13395000	9270900	14305000	10526000	12898000	11669000	8632500	NA	8506700
Q9H0U4;Q92928	RAB1B;RAB1C	185820000	77554000	40672000	77320000	94376000	66817000	53917000	65832000	82633000	41802000	59480000	56711000	53214000	58425000	61515000	46358000	74036000	42107000
Q9H1B7	IRF2BPL	NA	NA	4437400	2877200	4610300	2845800	18676000	NA	NA	1947000	2993200	2553600	3290700	2183900	NA	NA	NA	3410800
Q9H1E3	NUCKS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	6434700	2780800	NA	738860	NA	NA	1163000	NA	1314800
Q9H1E5	TMX4	NA	4987000	NA	5342300	NA	NA	6703200	NA	NA	NA	3008400	NA	NA	NA	NA	NA	NA	NA
Q9H223	EHD4	8489200	8149900	8998900	27275000	8416900	30264000	6674700	5324300	8516500	13372000	4144400	11243000	10296000	6953200	NA	14195000	5739500	5734200
Q9H299	SH3BGRL3	9666000	NA	2296700	8890900	2663500	5288600	2326800	3738900	NA	11289000	14266000	26183000	11334000	22277000	NA	18841000	13002000	19225000
Q9H2D6	TRIOBP	NA	NA	NA	1912400	NA	NA	NA	3951400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H2G2	SLK	NA	NA	NA	NA	NA	NA	NA	3003900	NA	NA	3420900	NA	NA	NA	NA	NA	NA	NA
Q9H2P0	ADNP	31575000	12566000	23951000	24493000	8664900	13728000	17082000	12114000	10230000	17834000	28278000	11734000	10481000	NA	13998000	11318000	NA	7660100
Q9H2U2	PPA2	NA	2535100	NA	NA	3527800	NA	NA	4195900	2206900	6024400	14165000	4073900	2423700	5200400	3965700	17734000	3933400	11250000
Q9H307	PNN	11462000	9078200	9906100	12844000	23416000	15026000	15955000	10384000	13141000	15291000	15745000	11787000	10281000	13484000	14623000	7459400	13841000	9744600
Q9H3K2	GHITM	5889500	3799000	NA	6609900	3708300	4877600	3917900	6729700	NA	NA	NA	4473900	NA	6728600	5464300	NA	3616600	9858300
Q9H3K6	BOLA2	4989000	NA	4779600	4545300	NA	NA	NA	NA	NA	5303000	6471200	NA	15766000	6381000	7978700	NA	11056000	NA
Q9H3N1	TMX1	14131000	9905700	14757000	31073000	36060000	15565000	19374000	15036000	16473000	20612000	23348000	35088000	10817000	9470400	15466000	11135000	11581000	13531000
Q9H3P2	WHSC2	NA	NA	3765800	3523500	NA	NA	4926800	4210300	NA	4309200	4319600	3517900	4006800	3147700	NA	NA	NA	NA
Q9H3P7	ACBD3	21744000	33763000	23246000	25687000	18533000	25150000	21990000	37063000	53931000	36425000	32933000	38038000	47816000	41634000	53329000	32393000	28351000	32031000
Q9H3S7	PTPN23	5040800	7925100	NA	15915000	6137400	6327600	10385000	12842000	13977000	5012100	3412600	2845100	5163400	NA	NA	NA	NA	7149200
Q9H3U1	UNC45A	19592000	7785600	14131000	20971000	14150000	7341600	19096000	13389000	7975300	7391000	10180000	9420500	20723000	7724300	NA	4417100	7358600	24975000
Q9H3Z4	DNAJC5	14922000	3054200	6691500	16833000	NA	5998500	40348000	52335000	NA	30293000	4680000	2993400	7192800	7158000	NA	3412400	4581400	NA
Q9H444;P59074	CHMP4B	11431000	11124000	15950000	30300000	17090000	47734000	16139000	5061900	7969900	17115000	28348000	17638000	10662000	10620000	38347000	6731700	29521000	12357000
Q9H479	FN3K	5588100	5807900	NA	4109500	NA	2327300	4313600	3335700	3214200	NA	3465000	NA	NA	NA	6439800	4905100	3227200	NA
Q9H488	POFUT1	4224800	NA	5331600	3841100	6163200	6602100	NA	4377600	6733100	5632700	5055500	4041800	5498900	4484400	NA	4266100	NA	4865900
Q9H490	PIGU	3272700	3169400	3247300	3147600	NA	3264800	NA	NA	NA	NA	4076700	NA	3462400	NA	NA	NA	3391000	NA
Q9H4A4	RNPEP	43345000	77515000	52205000	38835000	60792000	67200000	163370000	61774000	85161000	109230000	94456000	78875000	108320000	64630000	30321000	30599000	44910000	60425000
Q9H4A5	GOLPH3L	NA	9892300	9799900	7322700	4989400	9513700	8990400	11176000	9759100	5024300	6605000	6320400	10882000	17438000	NA	NA	4295200	4831400
Q9H4A6	GOLPH3	793140	NA	1786800	1397300	NA	2446600	1204400	NA	3508100	1242400	NA	3622200	11759000	3202600	NA	NA	2080600	NA
Q9H4M9	EHD1	36594000	6315800	NA	4275500	17404000	12299000	3907700	11306000	NA	5121800	7126900	7223500	5086400	2681500	NA	NA	4483000	NA
Q9H553	ALG2	NA	2468800	1825900	2775500	NA	NA	NA	NA	NA	NA	NA	2506600	NA	2789200	NA	NA	NA	NA
Q9H6R3	ACSS3	3235000	4152800	9504200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10450000	NA
Q9H6S3	EPS8L2	NA	NA	NA	NA	NA	NA	NA	NA	8178800	NA	NA	NA	NA	NA	NA	NA	NA	6305400
Q9H6W3	NO66	3358500	3495900	NA	3606300	NA	NA	11468000	NA	NA	3808900	3315000	3772100	4937000	NA	NA	NA	12818000	NA
Q9H6Z4	RANBP3	NA	NA	NA	3707800	NA	NA	NA	NA	NA	2997800	7176200	NA	4221300	3852200	NA	NA	NA	NA
Q9H773	DCTPP1	4714300	NA	2944700	NA	NA	NA	NA	NA	NA	NA	5443000	NA	3384000	NA	NA	3815800	4788700	NA
Q9H7S9;Q96F45	ZNF703	1222500	NA	NA	NA	NA	NA	NA	950430	NA	NA	NA	NA	1303100	NA	NA	NA	NA	NA
Q9H7Z7	PTGES2	4475500	4097500	3254300	8762100	5651700	4591800	5830800	6053100	NA	NA	3631900	NA	4819100	3203500	9110800	NA	6567500	5491200
Q9H845	ACAD9	8981000	6330900	4732600	2782100	33963000	6913800	6230200	5937100	NA	4610900	4251400	4251900	5970900	4666700	31521000	NA	7447500	6300800
Q9H8H3	METTL7A	3411900	NA	NA	NA	10028000	5922800	NA	NA	NA	6624200	9576100	6458400	NA	3391500	NA	6679300	NA	7635500
Q9H8Y8	GORASP2	6368300	11816000	7548800	11351000	8762700	8134100	12195000	25219000	29772000	20139000	12003000	17789000	28062000	30963000	32635000	17470000	13827000	13867000
Q9H936	SLC25A22	44632000	9547000	5289500	12667000	12954000	7009600	34563000	8207200	6807100	3899100	2990800	4775000	7459100	3793400	NA	NA	2542400	8098100
Q9H993	C6orf211	35120000	27913000	23781000	35396000	31426000	7451100	158990000	65965000	32065000	12866000	18283000	13751000	16612000	11301000	12195000	3496700	6937300	128270000
Q9H9B4	SFXN1	28016000	218650000	46932000	110340000	29155000	15935000	189740000	633260000	52104000	27677000	24811000	52047000	45803000	29835000	10365000	21684000	48102000	49749000
Q9H9E3	COG4	NA	NA	NA	NA	4539700	NA	2479600	NA	2901800	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H9Q2	COPS7B	4607500	5928000	3436800	5218400	2276900	2669500	5221100	2580100	5001000	NA	5315100	3500800	2860600	2865200	6460900	4024500	2447200	5112300
Q9HA77	CARS2	NA	NA	NA	NA	3392800	2929100	NA	NA	NA	1808400	NA	NA	NA	2058100	NA	NA	2801700	NA
Q9HA82	CERS4	NA	3297300	NA	1597500	2327100	649260	NA	NA	NA	NA	1482500	NA	NA	4315200	NA	NA	2290200	NA
Q9HAB8	PPCS	15409000	11548000	5190400	6436700	5526500	9021000	7276600	9004100	6616100	10212000	16865000	25834000	17967000	20551000	NA	12999000	10768000	13465000
Q9HAS0	C17orf75	NA	NA	NA	3166000	9239800	NA	4410100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HAV7	GRPEL1	12813000	NA	NA	3508400	NA	4235900	3620900	2547100	NA	4234600	5811300	4505000	NA	NA	28838000	NA	5629000	9555700
Q9HB07	C12orf10	8028000	9419600	13737000	7457700	NA	7131600	18529000	10092000	NA	4602200	11533000	NA	5709400	10370000	NA	NA	4950500	6027300
Q9HB71	CACYBP	7550200	5311300	6009700	5875900	5161100	NA	5503400	4105200	3380100	6627000	14957000	8314900	20124000	26483000	8556600	8888000	14583000	28917000
Q9HBH5	RDH14	1810000	NA	NA	1602900	NA	2047900	5818000	3063400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HBL7	PLGRKT	5175700	27167000	16639000	43754000	31455000	24915000	2471000	31903000	47821000	18893000	9342000	19991000	17584000	22291000	8242000	4233500	3902200	6084300
Q9HC07	TMEM165	22034000	14481000	20428000	19142000	45809000	50826000	11640000	19992000	38330000	17092000	16731000	21541000	26848000	24749000	10008000	18960000	18429000	14883000
Q9HC35	EML4	2630600	2572800	1848500	NA	4414600	1935600	2422500	2529000	NA	2545200	2620400	6440900	2836300	2926100	5105300	NA	2629800	2386300
Q9HC38	GLOD4	7474500	17806000	4436600	3525100	3633600	4473700	13315000	21741000	12349000	20272000	23618000	21016000	9321800	19084000	3301800	6926100	15032000	24854000
Q9HC84	MUC5B	212780000	1822500	2244900	NA	NA	210220000	NA	NA	NA	NA	1077800	28601000	NA	NA	NA	NA	5596900	NA
Q9HCC0	MCCC2	84969000	71471000	65301000	74612000	68398000	101140000	659580000	87628000	33171000	262340000	59136000	98508000	99212000	47061000	82982000	6970300	157380000	90143000
Q9HCD5	NCOA5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4244500	NA	NA	NA	7341200	NA	NA	NA
Q9HCH5	SYTL2	NA	NA	NA	8183700	NA	NA	1570100	1741300	NA	NA	2108400	NA	2888600	1761200	NA	NA	NA	NA
Q9HCM4	EPB41L5	6445500	3069200	3539400	2190400	2913200	3806200	NA	10133000	NA	NA	4839200	NA	3624900	NA	NA	NA	NA	4361500
Q9HCU5	PREB	6409900	5324200	4886700	5379100	5527800	5606700	5130800	7622300	6241100	NA	5172500	5256000	4768300	7349300	NA	4605500	3806200	NA
Q9HCY8	S100A14	16774000	55309000	5926700	9374100	16767000	21559000	22325000	53472000	17999000	10928000	16324000	4574700	10398000	11486000	5909700	4570300	31845000	13177000
Q9HD20	ATP13A1	3849900	5116500	NA	7353600	5635100	NA	4436000	6980600	4929900	2684100	6049800	10247000	NA	5549500	6691700	12253000	3399300	10650000
Q9HD42	CHMP1A	4500700	NA	2125100	3387700	2917800	3361800	1979000	1979200	NA	2777900	NA	3976300	2900600	4421000	5497800	NA	7531700	2373600
Q9HD45	TM9SF3	12481000	34843000	17525000	27461000	13063000	22520000	17425000	33647000	28081000	22613000	14224000	19558000	36871000	20443000	19454000	24308000	23200000	11546000
Q9HDC9	APMAP	56918000	160810000	140670000	110760000	379820000	165430000	71843000	162230000	112680000	151800000	93250000	63455000	65785000	208910000	14673000	125990000	38259000	121330000
Q9NNW7	TXNRD2	NA	NA	NA	NA	NA	NA	1356700	6588400	NA	NA	NA	NA	NA	NA	NA	739080	NA	NA
Q9NP61	ARFGAP3	NA	NA	NA	NA	NA	NA	NA	NA	4498300	NA	NA	4626000	3345500	5107700	NA	NA	NA	NA
Q9NP72	RAB18	33631000	20614000	23791000	93234000	24765000	27157000	21149000	29425000	30403000	22764000	38410000	48911000	31402000	21590000	19212000	33773000	40239000	44574000
Q9NP79	VTA1	3629000	3817000	NA	NA	3905800	3183900	NA	5419100	5296600	5313000	NA	7191600	5837000	6027400	8208400	6252200	4527300	7221200
Q9NP81	SARS2	29633000	27859000	NA	NA	NA	NA	NA	38788000	NA	32123000	29734000	NA	NA	NA	NA	NA	NA	NA
Q9NPA0	C15orf24	NA	NA	NA	12013000	NA	NA	NA	8834900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NPF4	OSGEP	NA	NA	NA	1646000	2484200	NA	2881100	3052800	NA	10055000	3205500	7241600	3107700	4449000	NA	5670700	NA	4076100
Q9NPH2	ISYNA1	2010200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7088600
Q9NPJ3	ACOT13	4320300	3595200	NA	15221000	8014900	2563200	1964200	3382000	7572500	6523500	3456700	6339400	6271400	NA	NA	7208800	24671000	11009000
Q9NPQ8;Q9NVN3	RIC8A	17514000	4801300	NA	3529500	NA	4560000	10486000	2896300	6000300	4000800	5659300	4560300	2389800	5221600	NA	4448900	2875400	5079800
Q9NPR9	GPR108	NA	NA	NA	729910	200420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NQ29	LUC7L	NA	NA	1948100	NA	NA	2456200	1465700	NA	NA	2464200	2453700	1704300	1203700	3027400	11386000	1395700	NA	NA
Q9NQ36	SCUBE2	NA	NA	NA	NA	NA	2622900	NA	NA	2009700	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NQ48	LZTFL1	5389600	11618000	8437100	8241000	3823400	7006100	32663000	4312900	7577200	5842600	7447700	5394100	4482200	5133700	NA	NA	NA	3969500
Q9NQC3	RTN4	68412000	52213000	124570000	119770000	83099000	91841000	90771000	117780000	106880000	58800000	91092000	98204000	53967000	171080000	79444000	83811000	98016000	131770000
Q9NQG5	RPRD1B	21726000	13508000	22253000	7494600	18140000	16211000	8663900	5648800	7429900	13305000	16828000	12891000	12478000	10632000	19662000	9934200	14894000	8929000
Q9NQH7	XPNPEP3	2537400	2039300	2746000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27262000	NA	NA	NA	NA
Q9NQR4	NIT2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1540900	2783800	NA	NA	3847900	NA	NA	4920800	6326900
Q9NQT8	KIF13B	4994700	8682700	3511800	1904900	NA	6113300	3190000	20959000	10357000	3680600	5897500	9765700	4506700	9529800	4440100	NA	NA	NA
Q9NQW7	XPNPEP1	7734700	7788000	NA	NA	NA	NA	NA	6609900	NA	NA	NA	NA	NA	4503300	NA	NA	NA	NA
Q9NQX3	GPHN	NA	NA	3069100	NA	NA	NA	NA	NA	NA	1829700	4079300	NA	NA	NA	NA	NA	NA	NA
Q9NQX4	MYO5C	2864200	5276400	3250700	7564300	1405500	17849000	NA	9233300	NA	3327700	6566100	4717700	4339400	4882900	NA	NA	5797400	3873100
Q9NR28	DIABLO	25489000	7842500	12539000	23807000	36955000	7515300	22115000	20863000	13797000	27481000	27545000	24320000	24471000	31248000	18458000	10098000	52223000	10578000
Q9NR30	DDX21	30916000	17610000	27779000	36678000	53329000	33052000	20915000	46145000	22766000	25998000	12421000	29238000	32248000	15016000	28742000	29891000	22396000	19692000
Q9NR31	SAR1A	17347000	21445000	20535000	18170000	44044000	33253000	8918000	19921000	32224000	23552000	28740000	36195000	18447000	23471000	15093000	35508000	20165000	30907000
Q9NR45	NANS	4149100	21349000	9032400	16256000	12595000	21643000	8335300	26728000	27796000	30376000	30946000	90629000	22502000	101100000	35122000	60017000	7232700	65339000
Q9NR46	SH3GLB2	3841700	1934700	4921400	15112000	NA	2262600	10389000	8260200	2364500	3044700	5429600	4530700	9217000	NA	4172800	NA	NA	2644700
Q9NR50	EIF2B3	2387600	NA	NA	3315200	NA	2465000	2896700	2827900	NA	1875000	2616900	NA	2181900	1985000	NA	1711000	NA	3024800
Q9NR56;Q9NUK0	MBNL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	3981400	NA	3486400	NA	2530500	NA	NA	NA	NA
Q9NRF8	CTPS2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3435800	NA	NA	2094500	NA	NA	NA	NA
Q9NRG7	SDR39U1	NA	NA	NA	NA	NA	NA	4667100	8716600	NA	NA	2857100	NA	NA	NA	NA	NA	NA	NA
Q9NRV9	HEBP1	15132000	17608000	78317000	154680000	14405000	7603600	7842800	70405000	17558000	75877000	62290000	15535000	26351000	22773000	11507000	19428000	34741000	24260000
Q9NRW7	VPS45	3930100	NA	NA	4470100	NA	NA	NA	3667200	NA	NA	3071300	NA	NA	NA	NA	NA	3116900	NA
Q9NRX5	SERINC1	NA	NA	NA	2361900	2678200	2180900	3806600	2923100	NA	1599300	NA	2446600	2537900	3227500	NA	NA	2974800	3160800
Q9NRY4	ARHGAP35	NA	2137400	2184000	NA	NA	1189500	1888000	2028200	NA	1779700	6381100	NA	1819600	3873300	NA	2796300	1848300	NA
Q9NS69	TOMM22	62761000	43206000	49711000	41049000	81105000	27026000	26561000	40510000	28705000	40334000	47304000	36620000	39403000	35750000	80174000	37066000	53582000	19105000
Q9NSB4;CON__Q9NSB4	KRT82	NA	NA	140940	1435600	NA	NA	NA	NA	1010900000	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NSD9	FARSB	16643000	31816000	24184000	47794000	18073000	17999000	33071000	59632000	27721000	25058000	30725000	17431000	28018000	31528000	34942000	34409000	21273000	23078000
Q9NSE4	IARS2	60513000	109720000	106660000	27925000	167410000	51072000	93109000	51389000	106340000	73372000	100720000	62294000	207720000	100960000	83240000	45289000	103670000	107310000
Q9NTI5	PDS5B	4984900	8152100	7345500	4462800	18729000	5448800	11448000	7196900	4194700	7794800	5679500	4004000	8150600	5613700	NA	6005600	5531700	6422400
Q9NTJ5	SACM1L	7040300	16373000	16735000	10159000	11353000	9708100	15041000	21684000	8588500	8539300	11388000	9206100	5077200	11385000	NA	6347100	5431500	NA
Q9NTK5	OLA1	11834000	25713000	11230000	12353000	7457000	13710000	16771000	13473000	13078000	20708000	31312000	18662000	16514000	24963000	15010000	30524000	12728000	47742000
Q9NTZ6	RBM12	11812000	8010200	5044500	8952000	9302800	10531000	9738200	8786400	4605900	15457000	11701000	6195800	14650000	9293000	9908000	7016500	5423200	NA
Q9NUB1	ACSS1	6427100	4033400	19537000	16874000	NA	5827700	8690500	8321900	9072400	2490600	3793200	6680600	NA	23396000	NA	4722800	NA	4650500
Q9NUJ1	ABHD10	9054100	13424000	6659500	13446000	11168000	5316900	24709000	44283000	12129000	4963000	9737300	10960000	4897000	10985000	NA	6405000	6843300	11141000
Q9NUP9;O14910;Q9HAP6	LIN7C	NA	NA	2732700	NA	3554700	NA	NA	NA	NA	2683200	NA	NA	NA	NA	NA	NA	NA	4029000
Q9NUQ2	AGPAT5	NA	NA	NA	1058700	1039000	NA	NA	6635600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NUQ7	UFSP2	NA	4144400	NA	4584000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NUQ8	ABCF3	7757200	NA	2575300	2272100	2366100	NA	2922500	2924500	2551700	NA	2570500	2700100	3324700	2294300	NA	2949200	NA	4867700
Q9NUQ9;Q9H0Q0	FAM49B	87711000	16791000	66814000	24984000	13257000	27587000	51525000	16068000	22015000	23278000	14587000	31327000	25426000	10798000	52588000	20201000	19998000	36576000
Q9NUU7	DDX19A	13345000	4297500	6062100	7012000	14612000	4457600	9063500	9477800	6462000	12002000	13001000	13415000	6795600	9901700	13616000	9738000	8350100	13545000
Q9NVA2	Sep-11	11731000	10648000	29631000	20486000	18512000	36701000	12280000	24965000	19514000	20031000	24275000	10999000	41275000	12053000	63061000	32318000	14502000	15745000
Q9NVH1	DNAJC11	4151400	4440500	2574200	7874100	5095700	3388200	11280000	3553200	NA	NA	2874500	2230700	NA	2616900	NA	NA	2170800	3213200
Q9NVH6	TMLHE	NA	NA	1050100	NA	1074300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NVI7;Q5T2N8	ATAD3A	39279000	25642000	10845000	29100000	31377000	22320000	33168000	31375000	8475600	22512000	9949900	16831000	15590000	7426100	13908000	11557000	21158000	17173000
Q9NWH9	SLTM	7971900	10656000	8106200	20768000	8930100	8254500	16768000	10659000	9642200	10298000	13786000	8519800	13825000	6547800	14620000	9841400	7470100	8874000
Q9NWS8	RMND1	2920300	2923300	5683300	1456100	38089000	783770	37402000	21120000	1317300	3131100	2381300	NA	10596000	3945400	NA	NA	987140	37161000
Q9NWZ3	IRAK4	NA	NA	NA	NA	748250	NA	NA	1097400	NA	NA	1173400	NA	NA	NA	NA	NA	NA	NA
Q9NX02;Q8WX94	NLRP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3523700	NA	NA	NA	6684000
Q9NX14	NDUFB11	NA	NA	11064000	NA	NA	NA	NA	NA	9698300	NA	NA	NA	NA	NA	NA	NA	NA	4329900
Q9NX40	OCIAD1	33393000	29610000	25439000	16126000	29285000	10537000	32316000	41337000	10559000	12923000	22927000	15028000	14949000	16527000	10443000	11895000	21944000	9013700
Q9NX62	IMPAD1	29163000	13147000	24777000	21097000	10423000	9479500	12286000	12156000	15013000	3122700	10234000	9384700	10756000	5453000	NA	12388000	7547500	NA
Q9NX63	CHCHD3	38337000	44414000	34141000	34027000	51712000	41324000	43960000	39476000	40185000	21606000	32218000	42521000	44776000	24717000	37277000	28477000	25134000	29015000
Q9NXG2	THUMPD1	3472900	NA	3328200	1896400	3783900	3190300	5567400	3201000	NA	24481000	12697000	7271300	7239500	22443000	32567000	18434000	4182500	9268000
Q9NXV6	CDKN2AIP	2502300	2295500	2252600	2503500	1978600	NA	1959700	3080000	NA	6046200	4490900	2333800	2440600	2129600	9087900	2825800	NA	3767800
Q9NY33	DPP3	166440000	88458000	32889000	24204000	41162000	89363000	67305000	25048000	64623000	8510100	30116000	44379000	58268000	50568000	24576000	22021000	33016000	54362000
Q9NY47	CACNA2D2	NA	NA	NA	1403000	NA	NA	29726000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NYB0	TERF2IP	NA	NA	NA	3237200	NA	NA	3819200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NYF8	BCLAF1	21449000	17335000	22595000	18832000	31776000	24975000	26286000	31101000	16463000	31321000	33756000	39221000	21216000	15158000	37786000	16828000	18365000	11557000
Q9NYK5	MRPL39	NA	NA	7038700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6557500	NA
Q9NYL4	FKBP11	NA	2304400	NA	1685100	NA	NA	1884900	4376100	NA	NA	1165200	1739400	NA	NA	NA	NA	NA	NA
Q9NYL9	TMOD3	5651000	7301800	5784800	11862000	NA	11413000	7394700	5721800	8799300	8569500	13762000	14441000	14322000	12363000	NA	5316200	17941000	20319000
Q9NYM9	BET1L	5677800	NA	NA	4020000	4499700	4272300	2669000	4904600	NA	NA	2829900	3359900	NA	6650300	NA	3251600	2478700	2176400
Q9NYP7	ELOVL5	6334400	10469000	NA	NA	NA	9189500	NA	NA	NA	NA	NA	11975000	NA	6468000	NA	NA	NA	NA
Q9NYU2;Q9NYU1	UGGT1	131480000	110730000	75867000	76305000	45361000	125520000	65564000	85616000	111890000	56617000	52814000	99332000	56169000	120680000	51254000	63388000	66327000	68451000
Q9NZ01	TECR	7850100	19238000	4166800	14856000	13887000	17991000	13943000	7443500	16867000	13888000	16110000	7840700	6512000	8569100	14717000	6686900	6793000	6939600
Q9NZ08	ERAP1	3213100	2121300	NA	11377000	NA	5064600	5589300	4567200	NA	2319900	3063600	18079000	NA	2756200	NA	4450000	NA	NA
Q9NZ45	CISD1	6909800	4445000	4915300	7894100	13924000	4252900	20394000	17982000	NA	6250800	5192100	5050400	4514400	2492500	NA	NA	3355600	4505000
Q9NZB2;Q5T035	FAM120A	13524000	27669000	25763000	29435000	24507000	37861000	24915000	42078000	38029000	26308000	31928000	20063000	35206000	32117000	53131000	20411000	20771000	31400000
Q9NZD2	GLTP	NA	10670000	NA	NA	13603000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NZL9	MAT2B	NA	2426500	3534200	3603800	1991400	3961400	3654100	4608700	NA	15761000	4207800	6303000	2506100	2736400	NA	4934500	2050600	9468900
Q9NZM1;O75923	MYOF	105440000	75766000	48382000	183060000	101320000	188640000	13690000	174760000	96297000	110210000	84942000	152570000	135120000	26243000	85111000	62872000	114790000	97325000
Q9NZT1	CALML5	NA	18694000	51281000	1113700	NA	7300000	NA	NA	5184000	3259100	NA	NA	NA	2794700	NA	NA	4940600	NA
Q9NZT2	OGFR	2761800	3248400	NA	3423500	NA	NA	NA	3128600	NA	NA	6453300	NA	NA	NA	NA	NA	NA	NA
Q9NZU0	FLRT3	NA	NA	NA	NA	NA	NA	44495000	NA	NA	NA	899460	NA	NA	NA	NA	1125600	NA	NA
Q9NZU5	LMCD1	5884400	NA	8449000	NA	3196100	NA	NA	NA	NA	NA	2273200	4373900	7976500	8083700	3434000	42382000	2446300	NA
Q9P015	MRPL15	2822600	2758700	3162000	NA	NA	NA	3290400	2645200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9P032	NDUFAF4	NA	NA	NA	1228900	NA	NA	1547700	NA	NA	NA	1257600	NA	1614100	NA	NA	NA	NA	NA
Q9P035	PTPLAD1	33643000	50376000	135070000	138410000	83229000	77010000	55134000	59465000	108490000	79394000	91874000	71748000	59933000	88032000	NA	42301000	81994000	71471000
Q9P0J0	NDUFA13	10026000	6488700	12486000	20815000	19490000	7348900	13741000	18778000	14684000	5269700	10921000	7591300	11558000	5974900	NA	5880100	12209000	4460900
Q9P0J7	KCMF1	2447600	1879300	1979700	3530500	1018400	834440	3411500	2445300	1635600	607480	1282400	659620	2155400	748620	NA	NA	NA	972700
Q9P0L0	VAPA	39684000	35151000	86571000	38044000	66595000	38102000	47588000	38854000	53542000	148030000	47802000	65545000	43278000	35261000	18358000	33073000	19967000	61779000
Q9P0M6	H2AFY2	NA	NA	9381000	62543000	4860900	129800000	9758500	18070000	NA	69576000	NA	41622000	NA	NA	NA	20907000	NA	NA
Q9P0S9	TMEM14C	7621900	13110000	10662000	10920000	16349000	10602000	16184000	12285000	8616000	9770700	7729400	6265800	5082800	5782000	NA	8362200	8165200	7509400
Q9P0U1	TOMM7	3598500	NA	4790200	6481800	4774400	7118700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5469300	NA
Q9P0V9	Sep-10	3254300	4663700	NA	NA	NA	2440700	2274600	2768700	NA	3145000	3157900	NA	3125700	NA	NA	NA	NA	NA
Q9P1F3	ABRACL	7148600	NA	2718700	NA	3626300	NA	NA	1382300	NA	NA	3093500	9000700	11957000	4647300	NA	6968600	4472100	NA
